matmul(w2)	92.13	64.21	92.50	71.88	65.80
w2_dequant	69.49	69.43	69.43	69.43	69.42
matmul(w3)	87.97	63.92	88.88	74.98	67.39
w3_dequant	69.46	69.40	69.42	69.39	69.38
matmul(w1)	88.16	63.89	88.89	74.89	67.54
w1_dequant	69.46	69.40	69.41	69.39	69.38
softmax	1.64	3.03	1.67	3.02	6.59
topk	1.37	10.35	1.27	11.25	18.88
matmul(router)	23.87	74.85	24.09	75.73	85.79
router_dequant	1.95	1.95	1.91	1.95	1.93
time_weighted	76.5247211	65.39455927	76.18379318	71.55819369	67.72651684
