matmul(w2)	57.35	92.18	32.66	69.46	85.10
w2_dequant	82.99	82.99	82.99	83.00	82.99
matmul(w3)	51.71	90.64	35.82	78.47	87.57
w3_dequant	82.96	82.96	82.98	82.97	82.95
silu	38.21	27.05	19.29	30.02	27.52
matmul(w1)	51.80	90.59	35.84	78.42	87.54
w1_dequant	82.97	82.95	82.97	82.96	82.95
softmax	0.18	1.75	0.18	1.74	5.22
topk	2.77	20.50	2.51	21.77	36.16
matmul(router)	12.31	24.70	12.37	25.03	37.49
router_dequant	2.32	2.31	2.30	2.30	2.28
time_weighted	69.61	87.53	62.85	76.80	83.66
