55	1
56	0
57	0
58	1
59	0
60	0
61	0
62	1
63	0
64	0
65	0
66	0
67	1
68	2
69	0
70	0
71	0
72	0
73	1
74	0
75	4
76	0
77	2
78	1
79	3
80	4
81	6
82	6
83	6
84	8
85	6
86	8
87	17
88	12
89	12
90	14
91	24
92	10
93	21
94	28
95	18
96	30
97	31
98	39
99	26
100	49
101	49
102	39
103	34
104	41
105	50
106	53
107	47
108	42
109	54
110	66
111	66
112	63
113	67
114	71
115	74
116	79
117	96
118	77
119	77
120	99
121	92
122	83
123	86
124	82
125	94
126	90
127	99
128	94
129	93
130	86
131	87
132	87
133	97
134	105
135	122
136	102
137	99
138	106
139	110
140	114
141	102
142	103
143	106
144	113
145	122
146	94
147	93
148	99
149	89
150	116
151	107
152	104
153	92
154	114
155	94
156	114
157	99
158	83
159	108
160	118
161	103
162	103
163	99
164	117
165	89
166	106
167	100
168	95
169	92
170	110
171	119
172	93
173	98
174	91
175	87
176	89
177	90
178	110
179	80
180	97
181	83
182	90
183	90
184	108
185	91
186	75
187	82
188	97
189	76
190	67
191	77
192	85
193	64
194	90
195	67
196	73
197	91
198	58
199	95
200	87
201	85
202	75
203	78
204	63
205	71
206	61
207	69
208	60
209	66
210	79
211	78
212	60
213	64
214	56
215	56
216	63
217	41
218	65
219	44
220	43
221	61
222	56
223	61
224	50
225	54
226	57
227	49
228	57
229	58
230	58
231	46
232	53
233	48
234	37
235	39
236	42
237	46
238	37
239	48
240	40
241	38
242	49
243	40
244	38
245	36
246	43
247	40
248	37
249	43
250	33
251	37
252	32
253	36
254	45
255	33
256	22
257	36
258	37
259	45
260	26
261	13
262	31
263	30
264	15
265	20
266	34
267	26
268	26
269	26
270	31
271	20
272	21
273	25
274	22
275	19
276	22
277	25
278	26
279	22
280	18
281	24
282	24
283	20
284	22
285	20
286	12
287	14
288	10
289	23
290	24
291	22
292	18
293	17
294	17
295	18
296	12
297	10
298	22
299	12
300	10
301	12
302	15
303	20
304	14
305	15
306	8
307	18
308	11
309	15
310	4
311	7
312	12
313	6
314	11
315	17
316	12
317	9
318	8
319	11
320	12
321	9
322	11
323	11
324	16
325	7
326	4
327	8
328	6
329	12
330	12
331	9
332	4
333	10
334	6
335	7
336	9
337	7
338	6
339	8
340	4
341	13
342	10
343	5
344	5
345	12
346	7
347	4
348	4
349	3
350	5
351	4
352	6
353	5
354	11
355	2
356	7
357	4
358	5
359	6
360	4
361	2
362	4
363	3
364	5
365	5
366	7
367	4
368	3
369	6
370	3
371	5
372	3
373	2
374	3
375	5
376	0
377	5
378	2
379	6
380	4
381	2
382	1
383	3
384	5
385	0
386	4
387	2
388	2
389	3
390	3
391	4
392	4
393	3
394	8
395	6
396	4
397	5
398	3
399	1
400	2
401	4
402	2
403	1
404	2
405	1
406	1
407	3
408	2
409	6
410	1
411	4
412	1
413	0
414	4
415	4
416	0
417	1
418	3
419	4
420	3
421	1
422	0
423	1
424	1
425	2
426	0
427	0
428	2
429	6
430	4
431	0
432	2
433	0
434	4
435	0
436	1
437	1
438	1
439	1
440	1
441	2
442	0
443	2
444	1
445	0
446	0
447	1
448	2
449	0
450	1
451	0
452	1
453	3
454	0
455	3
456	1
457	0
458	0
459	0
460	0
461	0
462	2
463	2
464	0
465	1
466	0
467	1
468	1
469	1
470	2
471	2
472	0
473	3
474	1
475	0
476	0
477	0
478	2
479	0
480	1
481	0
